texto,likes,video
faltaron algunos goles pero buen resumen,0,¡TODOS los GOLES del Mundial de Clubes FIFA 2025 e
Solo de me ocurre dembele como jugar más desagradecido,3,El mayor TRAIDOR del Real Madrid 😱🐀
Es una leyenda del Madrid que sacó esa bandera precisamente para responderle a otra leyenda (que era un vago) Mijatovic.,0,El mayor TRAIDOR del Real Madrid 😱🐀
Pero era verdad todo lo que decían no era bueno fue un jugador más ...,0,El mayor TRAIDOR del Real Madrid 😱🐀
"Si no fuera por él, el madrid no ganaba al barca en la final de la copa del rey y al liverpool en la final de champions, y en muchas otras ocasiones que aportó",0,El mayor TRAIDOR del Real Madrid 😱🐀
"De los mejores jugadores que tuvimos, lastima que cuando un entrenador no te quiere eso quema a cualquier jugador, solo es de ver a Guler como Ancelotti lo estaba quemando,",0,El mayor TRAIDOR del Real Madrid 😱🐀
"No traicionó a nadie, siempre en mi equipo Gareth",0,El mayor TRAIDOR del Real Madrid 😱🐀
Zidane fue el entrenador mas desagradable que entreno al madrid no soportaba a bale mucho menos a james y ni se diga de vini,3,El mayor TRAIDOR del Real Madrid 😱🐀
"Supongo,esperar en una plantilla llena de estrellas, llegó la final, salió,,, y brilló, habló su futbol,👍👍👍",0,El mayor TRAIDOR del Real Madrid 😱🐀
No creo que sea peor que dembelé,1,El mayor TRAIDOR del Real Madrid 😱🐀
Quieran o no es una leyenda del Real madrid,0,El mayor TRAIDOR del Real Madrid 😱🐀
Un crack bale su historia sera immortal,0,El mayor TRAIDOR del Real Madrid 😱🐀
Un jugadorazo nos iso ganar champions y ligas y copas,0,El mayor TRAIDOR del Real Madrid 😱🐀
Le ha dado al madrid como nadie,0,El mayor TRAIDOR del Real Madrid 😱🐀
"Ni es desagradecido , ni fue un mal jugador , fue lo mismo que Rodrygo, un jugador excelente muy mal valorado",0,El mayor TRAIDOR del Real Madrid 😱🐀
"Al igual que neimar, este chico no quiso ser el mejor jugador del mundo",1,El mayor TRAIDOR del Real Madrid 😱🐀
Grande bale 👏 ⚽️ 💪  la fuerza  que  tenía le asía  mal un juego más relajado  le fuera ido mejor  menos  lesiones  pero todo  un crack  un poco mal mirado y le cogieron  manía bravo  bale 👏 💪 ⚽️ 🙌 😎 👌 krac,0,El mayor TRAIDOR del Real Madrid 😱🐀
"El fue profesional, hizo lo que sabe y para que lo contrataron....el club le fallo, entonces el desagradecido fueron ellos",0,El mayor TRAIDOR del Real Madrid 😱🐀
Es leyenda y lo sabemos,0,El mayor TRAIDOR del Real Madrid 😱🐀
El expreso de cardif👌🏻👍🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻,0,El mayor TRAIDOR del Real Madrid 😱🐀
"Pffff, ultimo video que veo de este canal.",1,El mayor TRAIDOR del Real Madrid 😱🐀
"Pues a mí me gustó su paso por el Madrid, sólo en la última temporada y parte de la penúltima fue algo gris, pero dió títulos",0,El mayor TRAIDOR del Real Madrid 😱🐀
Fue exelente estuvo en las grandes citas,0,El mayor TRAIDOR del Real Madrid 😱🐀
"Este jugador era superior al resto,se notaba con solo mirarlo en el campo, tenía algo que te hacía saber que estaba en otro nivel muy por encima ( al igual que Robben).

El problema es que jugó en la época de 2 monstruos,2 leyendas irrepetibles,  MESSI Y CR7.",0,El mayor TRAIDOR del Real Madrid 😱🐀
"Muy caro para lo que dio. No le gustaba jugar y menos en Madrid, vino porque se llevaba un pastizal que le permitiría retirarse rápido",0,El mayor TRAIDOR del Real Madrid 😱🐀
"Jugadorazo, leyenda incontestable, esa bandera no la hizo él, la hicieron sus compañeros de selección, y fué broma, abrió un bar en gales que se llama the Eleven, el número de su dorsal con el Real Madrid, chorradas muy grandes, gracias Gareth por todo y #HalaMadrid siempre!",0,El mayor TRAIDOR del Real Madrid 😱🐀
No dejo en banca rota al Madrid.,0,El mayor TRAIDOR del Real Madrid 😱🐀
Q TIEMPOS BALE Y NEY😢,0,El mayor TRAIDOR del Real Madrid 😱🐀
Pero cuando venia el sueldo bien que ponía el cazo,0,El mayor TRAIDOR del Real Madrid 😱🐀
"Uno de mis favoritos Gareth Bale sin duda algúna, EL CABALLO DE TROYA!..  GB11",0,El mayor TRAIDOR del Real Madrid 😱🐀
Lo mejor que pasó por él Madrid 😂😂😂😂 se reía del Madrid igual que Embappe durante siete años,0,El mayor TRAIDOR del Real Madrid 😱🐀
Bale le dió mucho al Real Madrid contribuyó a la leyenda de 3 champions Consecutivas para nada es traidor Honores a Gareth el Expreso de Gales,1,El mayor TRAIDOR del Real Madrid 😱🐀
Hala madrid hermano por eso somos los mejores llego la hora de ver el verdadero madrid 🤍👑,4,Madridista Reacciona sorteo Champions Real Madrid 
Kairat Almaty... Que es estoooo!? jajaja,2,Madridista Reacciona sorteo Champions Real Madrid 
"Donde quedó Schalke, Apoel de Nicosia, Galatasaray, ...",4,Madridista Reacciona sorteo Champions Real Madrid 
"De q  os quejais, soy del Athletic club de bilbao y nos tocaron : PSG, ARSENAL , DORTMUND, S .PRAGA etc... y nosotros tan contentos por entrar en champions",18,Madridista Reacciona sorteo Champions Real Madrid 
esta traumado con el city este tioooo,2,Madridista Reacciona sorteo Champions Real Madrid 
Partidazos....,3,Madridista Reacciona sorteo Champions Real Madrid 
El PSG en corto :veo que no soy el único 😅,0,Madridista Reacciona sorteo Champions Real Madrid 
Pero robo de que enserió le tienes miedo a un city acabado,87,Madridista Reacciona sorteo Champions Real Madrid 
La uefa usa la ia para el sorteo,16,Madridista Reacciona sorteo Champions Real Madrid 
!os juro que por varios segundos pensaba que era djmario,1,Madridista Reacciona sorteo Champions Real Madrid 
Soy del Barsa pero qué primeras cuatro jornadas tan pesaditas,0,Madridista Reacciona sorteo Champions Real Madrid 
Antes eso era sorteado con las bolitas aparecían los escudos de los rivales,0,Madridista Reacciona sorteo Champions Real Madrid 
"Cuanto lloro, el unico rival es liverpool",0,Madridista Reacciona sorteo Champions Real Madrid 
Sigo sin entender pq este pavo tiene la bandera de alemania detras,1,Madridista Reacciona sorteo Champions Real Madrid 
Yo no entiendo por que se genera automaticamente los rivañes,1,Madridista Reacciona sorteo Champions Real Madrid 
ChatGPT : jejeje,0,Madridista Reacciona sorteo Champions Real Madrid 
El grupo mas facil,0,Madridista Reacciona sorteo Champions Real Madrid 
Si dicen que son el mejor equipo del mundo porque se ponen a llorar porque le tocaron esos equipos,0,Madridista Reacciona sorteo Champions Real Madrid 
Cuánto años tienes bro ?,0,Madridista Reacciona sorteo Champions Real Madrid 
"Now, what was that German flag doing there☠️☠️☠️☠️🇩🇪🇩🇪🇩🇪",2,Madridista Reacciona sorteo Champions Real Madrid 
"Eso no es robo, tienen partidos para sacar empates y victorias, no se quejen.",1,Madridista Reacciona sorteo Champions Real Madrid 
"😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭
Ahi sus 15 😢",0,Madridista Reacciona sorteo Champions Real Madrid 
"Por fin le dan un Grupo ""Bueno"" porque el Único que está OP es el City y el Liverpool",0,Madridista Reacciona sorteo Champions Real Madrid 
Para ser campeón le tenes q ganar a los mejores 😂😂,0,Madridista Reacciona sorteo Champions Real Madrid 
Si son el rey de europa no deben de preocuparse por los rivales... Aquí están las bolas ven,0,Madridista Reacciona sorteo Champions Real Madrid 
Mala suerte 😢😢😢😢😢😢😢😢😢😢,0,Madridista Reacciona sorteo Champions Real Madrid 
Ósea no se como los madridistas se pueden quejar de esto,0,Madridista Reacciona sorteo Champions Real Madrid 
Bro el único al q deberían tenerle es al liverpool 😂😂,0,Madridista Reacciona sorteo Champions Real Madrid 
que grupo mas facil,0,Madridista Reacciona sorteo Champions Real Madrid 
"A ver, realmente lo complicado es City, Juventus y Liverpool y el Marsella y Mónaco son más o menos los otro los deberíamos ganar fácil",0,Madridista Reacciona sorteo Champions Real Madrid 
"Yo soy del psg y ya se que el pag esta  
Muerto😢",1,Madridista Reacciona sorteo Champions Real Madrid 
Que dicen si a esos rivales ya le hemos ganado,0,Madridista Reacciona sorteo Champions Real Madrid 
Robo la mano de chuomeni en la final,0,Madridista Reacciona sorteo Champions Real Madrid 
"El grupo más fácil, que el de Barcelona PSG  Chelsea",0,Madridista Reacciona sorteo Champions Real Madrid 
Pero ustedes tiene 15 champios tiene que hacer fácil o no ?,0,Madridista Reacciona sorteo Champions Real Madrid 
Creo que el Sorteo es Automático,1,Madridista Reacciona sorteo Champions Real Madrid 
Lloron como siempre,0,Madridista Reacciona sorteo Champions Real Madrid 
Le tenes miedo a equipos chicos,0,Madridista Reacciona sorteo Champions Real Madrid 
Jaja 😂😂 dice que son grandes y no saben perder 😂😂,3,Madridista Reacciona sorteo Champions Real Madrid 
Gente a avido bonbazo el girona a traido del retiro a hazard a fichado por 2 años gente no es broma la carta suya de heroe la van a cambiar por alguien y no es mentira,0,Madridista Reacciona sorteo Champions Real Madrid 
con el nivel actual del Madrid es normal que se asusten,7,Madridista Reacciona sorteo Champions Real Madrid 
"Soy culé, para mí al Madrid le ha tocado el grupo más difícil, y al Barsa el más fácil 😅 Pero esto es fútbol, a saber que puede pasar ...",1,Madridista Reacciona sorteo Champions Real Madrid 
Ya estava arreglado por favor.  Que verguenza .,0,Madridista Reacciona sorteo Champions Real Madrid 
Se cree dj mario o por que grita igual?,0,Madridista Reacciona sorteo Champions Real Madrid 
"Courtois ☠️
Huijsen ☠️
Rüdiger ☠️
Álvaro Carreras ☠️
Trent Alexander-Arnold ☠️
Tchouameni ☠️
Valverde ☠️
Güler ☠️
Mbappe ☠️
Vinicius ☠️
Gonzalo ☠️
REAL MADRID 25/26 EN LA CHAMPIONS 🔥🔥🔥🔥🔥🔥",38,Madridista Reacciona sorteo Champions Real Madrid 
Por que son tan exagerados?,0,Madridista Reacciona sorteo Champions Real Madrid 
JAJAJA VAMOS COMO SI FUERAN YOQUESE LOA MEJORES SI EL UNICO QUE HAY FUERTE HAY ES EL LIVERPOOL LOS DEMAS ESTAN TIESOS,0,Madridista Reacciona sorteo Champions Real Madrid 
Tengan cuenta con Benfica Marsella y Monaco qué no van hacer un partido facil,0,Madridista Reacciona sorteo Champions Real Madrid 
Cuál robo si según son los mejores el mejor no le teme a nadie 😂😂😂,0,Madridista Reacciona sorteo Champions Real Madrid 
"pero cual es la queja? Tanto que ustedes nos presumen de que tienen al mejor equipo, que no le temen a nadie, que pueden con cualquiera y le temen a un Manchester City que anda de mal en peor y con una Juventus que a dia de hoy no es nadie en Europa?",0,Madridista Reacciona sorteo Champions Real Madrid 
"Jajajaja bien, 9° por burlones y confiados jajaaa 4-2 gracias Benfica, el portero heroico a último minuto gol y los mete a repechaje, y obvio barça 5° 😂😂",1,Madridista Reacciona sorteo Champions Real Madrid 
Bro porfavor yo soy del Barça y admito que el Madrid tiene un grupo más difícil que el del Barça pero no digas que robo porque mejor mirate la del PSG colega y hay dices que robo,1,Madridista Reacciona sorteo Champions Real Madrid 
El city:Hola de nuevo viejo. Real Madrid: Hola wey espera tu otra vez City :Si bro siempre nos toca juntos . Real Madrid:Oye y si cuando terminemos nuestro partido nos vamos a tomar una copa? El City: Okay por q no?,0,Madridista Reacciona sorteo Champions Real Madrid 
"Un dominio nunca visto? Una cagarela nunca vista...os van a dar hasta en el cielo de la boca. Se acabó lo de robar champions, no sabéis ni de qué pais os van a venir las ostias, hasta de cerca de china os van a dar pero bien, será historia ❤",2,Madridista Reacciona sorteo Champions Real Madrid 
😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,0,Madridista Reacciona sorteo Champions Real Madrid 
Robo dice xdd al equipo que mas a robado champions xd,1,Madridista Reacciona sorteo Champions Real Madrid 
Jaja mejor no compitan si no quieren jugar contra equipos grandes😂,0,Madridista Reacciona sorteo Champions Real Madrid 
Te quejará te quejarás al PSG le tocó el grupo de la muerte a ustedes le tocó el City ahora mismo el título está muy bien no obstante mejor momento y tú te quejas la Juventus no es la misma de antes,0,Madridista Reacciona sorteo Champions Real Madrid 
No lo se javliyo por lo que yo se que city quiere vengarse,0,Madridista Reacciona sorteo Champions Real Madrid 
"El único rival dificil es el Liverpool, los demas son puro nombre nomas, si no pasan es un papelón",0,Madridista Reacciona sorteo Champions Real Madrid 
Pero no quieren que ganemos la champions,0,Madridista Reacciona sorteo Champions Real Madrid 
"Jaja tienes miedo d q te roben,si lo q roban son ustedes",0,Madridista Reacciona sorteo Champions Real Madrid 
Robo el que va hacer el Madrid en l a Champions y en los clásicos,0,Madridista Reacciona sorteo Champions Real Madrid 
Jaja eso le desis robo mira lo q le toco al psg esos si van a ser partidasos,0,Madridista Reacciona sorteo Champions Real Madrid 
Es verdad es robo absoluto,0,Madridista Reacciona sorteo Champions Real Madrid 
"No sé porque se exaltan con el Juventus si es el equipo más 💩 que les pudo haber tocado, el Benfica igual, ya no es el mismo de la temporada pasada",0,Madridista Reacciona sorteo Champions Real Madrid 
"Por qué robo ??? 

Literalmente el único bueno es el Liverpool, el City no está en su mejor año y la juve desde hace años que ya no da miedo",0,Madridista Reacciona sorteo Champions Real Madrid 
El real Madrid está acabado en la champions 2025/26,0,Madridista Reacciona sorteo Champions Real Madrid 
Nada que ver Jajaae esos no son los partidos del Real,0,Madridista Reacciona sorteo Champions Real Madrid 
"Javi, Porque Tienes Miedo???, Somos El Real Madrid, Ya Le Ganamos A La Juventus, Manchester City, y Al Liverpool Los Hemos Tenido De Hijos En Los Últimos 15 Años, Somos El Rey De Europa, Pasaremos De Los 8 Primeros, Hala Madrid 🤍🖤🏆🔥🎉",1,Madridista Reacciona sorteo Champions Real Madrid 
Soy del Real Madrid Pero aceptó que somos el club más llorón y la afición más llorona... Y que hemos ganado todos los títulos a base de robos... Hala Madrid y nada más.😊,17,Madridista Reacciona sorteo Champions Real Madrid 
calla gersonsants96,0,Madridista Reacciona sorteo Champions Real Madrid 
El unico equipo dificil que les tocó es el liverpooo.  Dejen de llorar 😂,0,Madridista Reacciona sorteo Champions Real Madrid 
Jajaja como que robo has. Visto fútbol en el último año solo está de buenos es el Liverpool y has visto el del psg,0,Madridista Reacciona sorteo Champions Real Madrid 
que suerte les toco que no le toquen el arsenal del arroz y los madridistas robon y compran erbitros,0,Madridista Reacciona sorteo Champions Real Madrid 
Es un robo a mano armada,0,Madridista Reacciona sorteo Champions Real Madrid 
Disque robo😂,0,Madridista Reacciona sorteo Champions Real Madrid 
Porque chillas...,0,Madridista Reacciona sorteo Champions Real Madrid 
La doble vara cuanto el Barça se enfrenta con el benfica es el peor equipo del mundo pero cuanto en benfica se enfrenta al Madrid es top mundial la doble vara,0,Madridista Reacciona sorteo Champions Real Madrid 
Xq robo si city ya no dice nada todos le ganan ahí el único duro es liverpoll,0,Madridista Reacciona sorteo Champions Real Madrid 
No te quejes que el PSG lo tiene peor,0,Madridista Reacciona sorteo Champions Real Madrid 
El. Barca. Y. PsG. Esta. Peor,0,Madridista Reacciona sorteo Champions Real Madrid 
El Madrid no va ha pasar ni ha cuartos,0,Madridista Reacciona sorteo Champions Real Madrid 
Los vamos a eliminar soy del Liverpool,2,Madridista Reacciona sorteo Champions Real Madrid 
Robo al PSG,0,Madridista Reacciona sorteo Champions Real Madrid 
Robo de que si al caso el liverpool fue el último equipo bueno.... Para el todo poderoso Real Madrid los demás son una kk según dicen,0,Madridista Reacciona sorteo Champions Real Madrid 
Juventus actual basura city actual basura lo único complicado es el Liverpool pero no puede con un equipo de media tabla así que no se,0,Madridista Reacciona sorteo Champions Real Madrid 
Las bolas son mejores al PSG le y sieron mrd,0,Madridista Reacciona sorteo Champions Real Madrid 
"Estos ven Robos por todas partes, cuando ellos son los únicos que roban, no decís q sois los mejores? Pues este grupo deberia ser un paseo para vosotros no!",0,Madridista Reacciona sorteo Champions Real Madrid 
Porfavor el psg la tiene más difícil y te quejas cuando te tocan el city y la juventus que son unos muertos los únicos rescatables son los del liverpool,0,Madridista Reacciona sorteo Champions Real Madrid 
El rey de la champions segun ellos estan llorando,0,Madridista Reacciona sorteo Champions Real Madrid 
Es peor el del psg,0,Madridista Reacciona sorteo Champions Real Madrid 
Decir robo y ser del real madrid es una contradicción. Idiofa,0,Madridista Reacciona sorteo Champions Real Madrid 
Robos los beneficiaran el único bueno es liverpool,0,Madridista Reacciona sorteo Champions Real Madrid 
"No hay que tener miedo pero siempre nos roban 😢 todos los años son un robo da igual  bolas o botón 😢😢😢, pero el madrid es fuerte y ganará la decimosexta .A la madrid❤❤❤❤❤❤❤Siempre he sido del madrid y siempre lo seré❤❤❤❤❤❤ Ganaremos 🎉🎉(como siempre)❤🎉",1,Madridista Reacciona sorteo Champions Real Madrid 
Que robo? De vdd? Que robo son los del Madrid todos los años querras decir.,0,Madridista Reacciona sorteo Champions Real Madrid 
siempre llorando,0,Madridista Reacciona sorteo Champions Real Madrid 
"HABER HABER
LO PULSO KAKA
Y KAKA JUGO EN EL MADRID DE QUE DICES ROBO??",0,Madridista Reacciona sorteo Champions Real Madrid 
el unico bueno es el liverpool el city ahora es una mrd y la juve pues sin mas,0,Madridista Reacciona sorteo Champions Real Madrid 
Que robo si a la juve le ganas fácil robo jajajajajajajajajajajajajajajajajjajajajajajajajaajajajajajajajajajajajajajajajajajaj,0,Madridista Reacciona sorteo Champions Real Madrid 
El Madrid hablando de robo?? Jajajaja estará de broma el chaval,1,Madridista Reacciona sorteo Champions Real Madrid 
El único bueno de eso es el Liverpool los demás son una caca,0,Madridista Reacciona sorteo Champions Real Madrid 
lol el club de los llorones,0,Madridista Reacciona sorteo Champions Real Madrid 
El Barca  es  mejor  visca al Barca Perdón  Ronaldo,0,Madridista Reacciona sorteo Champions Real Madrid 
Robo? El Madrid es el que más roba en el fútbol,0,Madridista Reacciona sorteo Champions Real Madrid 
está regalado 😢😢,1,Madridista Reacciona sorteo Champions Real Madrid 
Puro llorar,0,Madridista Reacciona sorteo Champions Real Madrid 
Deja la grosería grosero,0,Madridista Reacciona sorteo Champions Real Madrid 
arbitros comprados,0,Madridista Reacciona sorteo Champions Real Madrid 
El real madrid es un ladron,0,Madridista Reacciona sorteo Champions Real Madrid 
"""Y esa, niños, fue la última vez que alguien volvió a verlo.
Algunos dicen que sigue viviendo de un tiro libre en el país de nunca jamás...""",48,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Este joven tiene personalidad y disciplina. Le deseamos lo mejor. Saludos desde Perú. Qué alegría ver a un hermano argentino tan joven labrando su camino en Europa,276,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Amigo fué un jugadón, lo creó y manejó él apoyado del equipo, gambeteó, tiró un caño y desde la mitad de la cancha llegó al area rival, solo le faltó definir lptm. La verdad que espectacular si sigue desarrollando esto, gran partido",3901,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Soy de boca pero que este pibe es bueno, es bueno.. no se lo puede negar y tiene que segur metiendole allá. Esto recién empieza para él.",26,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Cada vez se está soltando más, con el tiempo va a demostrar lo crack que es.",2390,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Sín miedo a equivocarme ,un jugadorazo ,va a dar que hablar este pibe ,es de lo más importante que salió ultimamente.",108,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Crack argentino dejalo que se acople viva argentina de un salvadoreño,457,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Soy de boca y  lo banco ojalá que nos deje bien en alto nuestra bandera y patria,6,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Sos crack franco tenes que seguir encarando. Esperaba tu gol hoy. Para verte festejar.. y soy hincha de boca pero por sobre todo, de la selección. Está jugando una banda y se anima... sos genio",397,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"La está rompiendo toda, como si tuviera muchos años de experiencia, de verdad que es un talento de cracks",6,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Scaloni y Xavi Alonso lo siguen poniendo de titular. Pero la gente con celu sabe mas de futbol parece,1139,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Qué bueno que nuevamente hay un argentino 🇦🇷 en el Madrid 🫡 tremendo crack, saludos desde Bolivia",393,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Es increíble como Argentina saca tanto talento, vaya selección grande. Mucho respeto desde Colombia. Psdt: ojalá vuelvan a humillar a Madrid esta temporada.",71,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
De apoco se va soltando. Muy buena jugada esa,182,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Vengo del futuro y adivinen que?😂,19,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Todavía le falta para ser titular en el Madrid pero tiene cosas de crack éso no se puede negar pero espn ya lo está inflando 😂,172,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Que hizo , perder un gol fijo xd",5,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Solo un Argentino puede parar a otro Argentino😂,35,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Es como si el pibe hubiese sabido toda su vida que estás cosas le iban a pasar y entonces ahora cuando le suceden ya lo maneja como quién lo hizo toda la vida. Eso también es grandeza. 🇵🇱🇲🇨🇵🇱🤍❤️🤍🇵🇱🇲🇨🇵🇱,1,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Será un grande , ojalá siga con esa disciplina. Dale",13,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Ya se apagó 😂😂,2,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Ufff lo que va crecer Mastantuono cuando lo conozcan más en el Real Madrid y en la selección Argentina... Me ilusiono con el y Nico Paz,99,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"ESPN con sus títulos, deben hacer valer el humo que levantaron con este jugador.
Y no muestran cuando no dio los pases.",6,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Soy del Barça y de River pero este muchacho es un severo crack🇦🇷👏🏼,27,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Esta jugada es estilo Messi. Que lindo era ese Barça que cuando tenía que jugar para Messi lo hacian, siempre se la devolvían a Leo",2,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Porque tanto hate, fue buena jugada, puede que no halla llegado su gol pero cada uno tiene su tiempo",30,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Rolo de loco, tenía que tocarla a Mbappe que se desmarcó.",2,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Le faltó el gol nada más, pero jugó muy bien 👍",8,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Este pibe se va a ser crack en el fútbol acuérdense,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Cuan mal envejeció este video 😂.,26,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Es un talento generacional sin duda, le falta madurez propia de la edad, pero eso irá ganándolo a medida que vaya jugando cada vez más, pero no me cabe dudas que será titular indiscutible en el Real Madrid, un fichajazo",2,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Este tiene que ir al mundial.. Soy Bostero pero la verdad es bueno el pibe, lo prefiero antes que almada se que no son iguales en función o posición.. Almada tambien debería ir.. Argentina tiene medio campo de sobra con gol, ojala todos encuentren su momento en el Mundial asi nos va bien",3,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Una leyenda, ya no se volvieron a ver jugadores así",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"De apoco mastan ,ya vas a empezar a demostrar",53,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Sus compañeros confían en él. Le ha demostrado que sabe jugar.,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Ya jugó mejor que toda concacaf,4,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Todos sabemos que este pibe es distinto. Tienen que acompañarlo bien porque recién empieza.,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
L&M :  A los 18 años. No chócaba con los conos... solo ahy que tener paciencia ..... 😂🎉🎉,4,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Este vino de un planeta de una galaxia desconocida.,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Me recuerda mucho a Cambiasso y a Aymar. Franco es un buen jugador.,5,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Soy del Barcelona 
Pero lo que hace Mastantuono en el Madrid es de Aplaudir 
Grande Crack 👏",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Humooooooooo inflando aire,25,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Juega demasiado mastan. Cuando comience a tenerse más confianza de cara a gol, será imparable. Tiene una personalidad tremenda",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Muy similar a una jugada que vi de Messi, lastima que tampoco fue gol",4,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
La confianza que se tiene. Impecable Mastan.,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Tiene un padre y se llama Piero Hincapié!!! 😂,5,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Que personalidad tiene ese pibeee,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Lo hace Yazmin💅🏿: Balón de oro,8,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Ya ESPN, ya sabemos que quieres engrandecer a Mastantuono a toda costa. Ya te vimos, crack",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"""QUE hacen estan locos"" 🤦‍♂️""dejen de vender humo""",12,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Eso pasa cuando el equipo acompaña.,1,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Macho!! Soy aficionado del Madrid,.. Pero sinceramente el chico es bueno pero aun esta muy verde y toma malas decisiones al finalizar... 🤦🏽‍♂️",10,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Mientras no se pongan a molestarlo y lo dejen crecer libremente, puede llegar lejos,  es bueno y muy joven",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Soy de boca pero dejen de inflarlo estos periodistas son de terror déjenlo jugar tranquilo,4,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Terrible este pibe y jugar con esos moustros lo va ser un distinto, lo vamos a disfrutar mucho en la selección",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Vengo del futuro 😂😢 ahora es un tronco 🪵,4,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Sería bueno que algún día pongan goles y no solo jugadas intrascendentes,2,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Como buscan inflarlo jajajaja 🤣🤣🤣,5,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
